id,model_code,name,description,base_price,is_active,category_id,subcategory_id,brand_id,supplier
1027,P763.16,Swiss Peak AWARE™ RFID and USB A laptop backpack,"This stylish carry-on laptop backpack is intended for business and leisure trips. It’s designed with a padded 15.6"" laptop compartment to protect your device. Including trolley strap and USB A output. Side quick access pocket with RFID protection. Front with reflective safety strip. PVC free. With AWARE™ tracer that validates the genuine use of recycled materials. Each bag has reused 22 PET bottles. 2% of proceeds of each Aware™ product sold will be donated to Water.org. NFC (13.56 MHz) Blocking.",64.52,true,3,2,10,1
1028,P763.17,Dillon AWARE™ RPET lightweight foldable backpack,"Get ready for a carefree and enjoyable travel experience with this must have backpack. With its clever roll-up design, this packable backpack can easily fit into its built-in pouch, making it an ideal space saving solution for your travels. It's featherlight weighing only a few ounces, so you can pack everything you need without adding extra weight to your load. Made with 100% recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each Aware™ product sold will be donated to Water.org. PVC free.",15.44,true,3,1,1,1
1029,P763.18,Dillon AWARE™ RPET foldable sports bag,"Get ready for a carefree and enjoyable travel experience with this must-have sports bag. With its clever packable design, this sports bag can easily fit into its built-in pouch, making it an ideal space-saving solution for your travels. It's featherlight and weighs only a few ounces, so you can pack everything you need without adding extra weight to your load. Made with 100% recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each Aware™ product sold will be donated to Water.org. PVC free",15.5,true,3,3,1,1
1030,P763.19,Dillon AWARE™ RPET foldable classic backpack,"The Dillon foldable classic backpack is your ultimate travel companion. Lightweight and packable, crafted from durable 300D recycled polyester, this versatile bag is designed for seamless adventures. The backpack features 1 main compartment and a zippered front pocket. Foldable so easy to take with you if you need more added capacity. Made with 100% recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each Aware™ product sold will be donated to Water.org. PVC free.",14.36,true,3,1,1,1
1031,P763.20,Crescent AWARE™ RPET half moon sling bag,"Discover the perfect companion for your daily excursions: this versatile unisex style bag crafted from Aware™ recycled polyester. Designed to fit snugly against your body, it offers comfort and style for active lifestyles. Despite its compact size, it accommodates essentials like your smartphone and wallet with ease. With adjustable shoulder strap. With AWARE™ tracer that validates the genuine use of recycled materials. 2% of proceeds of each Aware™ product sold will be donated to Water.org. PVC free.",5.5,true,3,4,1,1
1032,P763.21,Sienna AWARE™ RPET everyday 14 inch laptop backpack,"Discover the perfect blend of style and utility with the Sienna 14-inch laptop backpack. Tailored for both professionals and students, it features a dedicated laptop compartment, clever organization, and remarkable comfort.  Made with 100% recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org.",16.52,true,3,2,1,1
1033,P763.22,Pascal AWARE™ RPET deluxe weekend pack,"The Pascal stands out because of its sleek design and is even more spacious than you think. It has 2 large practical front pockets, which help you easily store all your essentials. You can also create 1 large compartment by opening the inner zipper. 3 mesh pockets ensure you can easily access your essentials. A zipper on the side of the backpack provides easy access to the padded laptop compartment where you can store your 15.6-inch laptop. Made with recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org.",90.4,true,3,3,5,1
1034,P763.25,Kazu AWARE™ RPET basic 15.6 inch laptop backpack,"This Kazu backpack is designed to meet your daily needs. The spacious main compartment with a dedicated 15.6-inch laptop pocket ensures your essentials are secure. Passport-sized pockets and pen loops help keep you organized on the go, while the front pocket adds convenience to your journey. Made with 100% recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org.",26.56,true,3,2,1,1
1035,P763.28,Armond AWARE™ RPET 15.6 inch deluxe laptop backpack,"The clean design makes the backpack highly versatile and ideal for work or leisure. It’s smart enough for the boardroom, yet it still offers all the convenience and comfort of a backpack. Protect your 15.6 inch laptop with a separate, padded back compartment. Retrieve your essential items such as passport, ticket or smartphone at security or customs with this convenient, easy-to-access top pocket. The internal mesh pockets keep your small essentials organised. There is a luggage tag on the side. Made with recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org. PVC free.",58.08,true,3,2,5,1
1036,P763.30,Armond AWARE™ RPET 15.6 inch standard laptop backpack,"The clean design makes the backpack highly versatile and ideal for work or leisure. It’s smart enough for the boardroom, yet it still offers all the convenience and comfort of a backpack. Protect your 15.6 inch laptop with the padded laptopcompartment. Retrieve your essential items easily with the zippered front pocket. Made with recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org. PVC free.",43.84,true,3,2,5,1
1037,P763.31,Bellroy Transit Workpack,"This streamlined backpack cleverly organizes work, life and gym gear in a minimalist design that’s office appropriate. Separate laptop section with internal pouch for accessories, holds devices up to 16”. Full-zip clamshell opening for easy accessibility without rummaging. Quick access front pocket with mesh slip pockets and pen loop. Soft-lined sunglasses pouch up top, out of the crush zone. External side access pockets invisibly store a wallet, water bottle and other essentials. Internal zip mesh pocket holds small everyday items. Large internal stretch pocket holds gym shoes and more!",216.66,true,3,2,17,1
1038,P763.32,Bellroy Transit Backpack,"An extra capacity backpack built to flex between big commutes, adventure trips and business travel. Quick access 16” laptop compartment for easy airport checks. External-access pockets invisibly store a passport, wallet, water bottle and more. Front pocket with key clip. Soft-lined sunglasses pocket.Padded shoulder straps, contoured back panel and sternum strap for carrying comfort. Internal compression straps to help reduce bulk and keep things in place. Internal Apple AirTag slip pocket.",275.74,true,3,2,17,1
1039,P763.33,Bellroy Classic Backpack,"For urban adventurers who want a dependable everyday companion. Holds laptops up to 16"". Padded iPad / A5 document pocket with pen slip. Front pocket and internal mesh zip pocket for valuables. Water-resistant top pocket for small phone and keys. Comfort shoulder straps, improved back padding system and quick grab handle. Water-resistant woven fabric, made from rpet. Internal Apple AirTag slip pocket.",162.48,true,3,2,17,1
1040,P763.34,Bellroy Classic Weekender 45L,"Easy to pack, easy to love. This spacious, uncluttered duffel lets you leave work behind for leisurely weekend adventures. Snap-down ends allow wide-mouth packing. External quick-access pocket with key clip. Internal slip pockets for smaller items. Raised mesh zip pocket for valuables. Strong, rolled-edge webbing handles. Grab loops at each end. Detachable padded shoulder strap.",192.58,true,3,3,17,1
1041,P763.35,Bellroy Via Backpack,"This clean, minimalist backpack is designed for life, for travel to and from but also in the office, with clever access and all-day comfort. Padded 16” laptop sleeve. Dropdown front panel access. Internal mesh zip pocket. Built-in key clip. Raised mesh sunglasses pocket. Contoured padded back panels and harness. Strong rolled-edge webbing grab handle.",132.38,true,3,2,17,1
1042,P763.36,Bellroy Lite Daypack,"This super lightweight backpack balances performance with comfort, so you can move like the wind wherever adventure takes you. Durable ripstop is 3x lighter than our other fabric, and made from 100% recycled PET. Can be folded or rolled, and packed for travel. Internal document sleeve. Elevated essentials pocket with key clip. Padded, breathable mesh back panels and shoulder straps. Adjustable and detachable sternum strap. Integrated bike light loop.",108.3,true,3,1,17,1
1043,P763.37,Bellroy Lite Duffel,"A traditional duffel with a twist, this bag is rugged enough for adventure, but light enough to let you move like the wind. Durable ripstop is 3x lighter than our other fabrics. Can be folded or rolled, and packed for travel. Zipper opens from each end, for ultra-wide, unobstructed access. External zip compartment with slip pockets and integrated key clip. Internal cap pockets at each end. Reinforced rim provides stability when zipping. Adjustable and detachable padded shoulder strap.",144.42,true,3,3,17,1
1044,P763.38,Bellroy Lite Sacoche,"The ultimate in slim carry, this minimalist lightweight crossbody keeps your pockets free around town, or while travelling. Durable ripstop is 3x lighter than our other fabric. Can be folded or rolled, and packed for travel. Expandable storage. Front zip compartment with built-in key clip. Surprisingly spacious main compartment. Two slip pockets for small items. Lightweight adjustable strap.",60.14,true,3,4,17,1
1045,P763.40,"Bellroy Laptop Caddy 16""","This all-in-one officemate keeps your key work tools neatly stowed and easy to access, from bag to desk to meeting room table. Fits laptops up to 16”. Foam padded laptop sleeve. Fold-down front pocket access. Two mesh pen slips. Additional storage space for bulky items. Water-resistant zip and fabric. Soft-touch interior lining.",84.22,true,3,2,17,1
1046,P763.41,Bellroy Tech Kit,Organise your tech Accessorieswithout tangles. This generously sized kit keeps everything smooth and sorted. Fits all your tech Accessoriesin one place. Optimised for larger Accessoriesand extra bits. Zips out flat for easy access. Magnetic slip pocket fits a power bank. Stretch mesh pockets store bits and pieces. Floating wall with elastic cable organiser inside.,60.14,true,3,67,17,1
1047,P763.42,Bellroy Market Tote,"Sized for grocery runs, and with handy bottle sleeves inside, this versatile tote folds easily away and pops out at the shops. Stands upright when open. Folds away flat. 2 side sleeves keep bottles upright. Centre slip pocket for small essentials. Long shoulder straps. Lightweight and durable.",44.46,true,3,1,17,1
1048,P763.43,Swiss Peak Aware™ RPET Essential 15.6 inch laptop backpack,"The Swiss Peak Aware™ RPET Essential 15.6 Inch Laptop Backpack is designed to meet your everyday business needs. Made from 100% rPET, this sleek and durable backpack features a main zipper compartment with a dedicated laptop section that fits modern 15.6-inch laptops, along with a mesh zipper pocket and care label inside. The adjustable shoulder straps with buckles ensure a comfortable fit, while the front zipper pocket and side drink holder pocket provide additional storage. The bag also features a convenient luggage strap on the back and a webbing handle on top for easy handling. The tonal Swiss Peak logo and premium Swiss Peak zippers complete its professional look.Made with recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org. PVC free.",25.44,true,3,2,10,1
1049,P763.44,Lima Aware™ RPET water resistant 15.6 laptop backpack,"The Lima Aware™ RPET Water-Resistant 15.6 Inch Laptop Backpack offers the perfect blend of style and protection for your tech. Made from 100% rPET with a PU backing, this backpack is designed to safeguard your essentials. The main compartment features a dedicated laptop section for 15.6-inch laptops, with an exclusive logo in the top left corner and a Velcro strap for extra security. Inside, you'll find two RFID-protected pockets and two pen loops for organization. The bag also boasts two front zipper pockets, four zipper pullers with black accents, and two side pockets made from half mesh, half polyester. Adjustable shoulder straps ensure comfort, while the front and back waterproof zippers protect your belongings from the elements.Made with recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org. PVC free.",73.58,true,3,2,5,1
1050,P763.45,Ace Aware™ RPET Free On Board travel pack,"The Ace Aware™ RPET Free On Board Travel Pack is designed for the budget-conscious traveler who values convenience. Made from 100% rPET, this compact backpack features adjustable shoulder straps, a webbing handle on top, and a front zipper pocket for quick access to essentials. The main compartment includes an elastic trolley strap for added functionality, and with a 19L capacity, it fits under any airline seat. Perfect for weekend trips, this backpack meets the maximum free carry-on size requirements for budget airlines, ensuring no extra fees for your bag. Made with recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org. PVC free.",38.74,true,3,3,1,1
1051,P763.46,Swiss Peak Aware™ RPET Leonard 15.6 inch laptop backpack,"The Swiss Peak Aware™ RPET Leonard 15.6 Inch Laptop Backpack is a perfect blend of style and functionality. Crafted from 100% rPET, this trendy backpack features adjustable shoulder straps and a unique flap design that adds 14cm of extra height when needed. The main compartment opens in an L-shape for easy access, with additional security provided by webbing and buckle closures. Inside, it comfortably fits a 15.6-inch laptop secured by a Velcro closure, along with a convenient internal zipper pocket. The bag also includes a front zipper compartment, a drink holder pocket, and a webbing handle on top, making it ideal for business and daily use. Made with recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org. PVC free.",45.1,true,3,2,10,1
1052,P763.47,Armond Aware™ RPET Free On Board travel pack,"The Armond Aware™ RPET Free On Board Travel Pack is designed for the budget-conscious or short business traveller. Made from rPET with a PU water-resistant coating and backed with AWARE technology, this backpack features a 15 inch padded laptop compartment on the right side, perfect for MacBooks or smaller devices. The interior, lined with rPET, ensures your belongings stay organised, while the adjustable shoulder straps and sturdy webbing handle on top provide comfort and convenience. With a front zipper pocket and a mini trolley compartment complete with an elastic strap, this pack is perfect for business or weekend trips. Its compact size fits under any budget airline seat, so you won't have to worry about extra baggage fees. Made with recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org. PVC free.",45.1,true,3,3,5,1
1053,P763.48,SP Aware™ RPET Edin 100% recycled 15.6 inch laptop backpack,"The SP Aware™ RPET Edin 100% Recycled 15.6 Inch Laptop Backpack combines functionality and sustainability for your business needs. Made from 100% rPET with a matching rPET lining, this backpack features a laptop compartment that fits 15.6 and 16-inch laptops. It also includes a front zipper pocket, a middle zipper compartment with a mesh zipper pocket, two passport-sized sleeve pockets, and an open sleeve pocket for pens. With a luggage strap for easy travel and a webbing handle on top, this backpack is designed with convenience in mind. All components, from the webbing to the zippers and buckles, are made from recycled materials, making it a complete sustainable choice for the modern professional. Made with recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org. PVC free.",58.08,true,3,2,10,1
1054,P763.49,"Flexpack Aware™ RPET Expandable Slim 15.6"" Laptop Backpack","Meet the Flexpack Aware™ RPET Expandable Slim Backpack. The perfect blend of sleek design, versatility, and sustainability. Designed for modern professionals on the move, this ultra-slim yet expandable backpack adapts to your needs while keeping your essentials secure and organised.Made with recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org. PVC free.",32.26,true,3,2,1,1
1055,P763.50,CityPack AWARE™ RPET Business 15.6 inch laptop backpack,"Meet the CityPack Aware™ RPET business backpack. The perfect blend of spacious design, versatility, and quality. Designed for modern professionals on the move, this ultra-spacious backpack adapts to your needs while keeping your essentials secure and organised. With 2 water bottle side pockets. Made with recycled polyester embedded with the AWARE™ tracer. 2% of proceeds of each product sold with AWARE™ will be donated to Water.org. PVC free.",38.74,true,3,2,1,1
1056,P763.51,Crescent XL AWARE™ RPET half moon sling bag,"Discover the perfect companion for your daily excursions—now in an XL version with even more space and functionality. Crafted from AWARE™ recycled polyester, this versatile unisex sling bag fits snugly against your body for all-day comfort and style. The larger design accommodates more of your essentials, while the added exterior zippered pocket provides quick access to smaller items. Featuring an adjustable shoulder strap for a customised fit. Includes AWARE™ tracer to validate the genuine use of recycled materials. 2% of proceeds from each AWARE™ product sold will be donated to Water.org. PVC-free.",8.98,true,3,4,1,1
1057,P772.10,Tech portfolio,"A4 tech portfolio with luxury magnetic metal closure. Inside: a tablet/phone stand, phone holder with see-through window which allows you to view and access your device. Suitable for most common phones. With sleeve for documents, 2 card holders and pen loop. Including recycled A4 notepad.",14.36,true,1,82,1,1
1058,P772.15,A5 Bamboo notebook & pen set,This beautiful bamboo notebook is made out of sustainable bamboo with 90 sheets/180 pages of 70 gsm recycled paper. The set includes a bamboo ballpen in a kraft gift box.,10.26,true,1,83,1,1
1059,P772.21,A5 GRS recycled leather notebook,"Be environmentally conscious without sacrificing on style with this great looking notebook made with GRS recycled bonded leather. The cover has a pleasant texture and an earthy natural look. 80 sheets/160 lined, cream coloured 70 grams pages of recycled paper make sure you can capture each thought that comes to mind. 95% GRS recycled certified (recycled leather & recycled paper). Plastic free packed in FSC sleeve.",5.16,true,1,83,1,1
1060,P772.62,Essential zipper tech portfolio,"A4 PU zippered tech portfolio. Inside: a phone/tablet stand, phone holder with see-through window which allows you to view and access your mobile device. Gadget holders for example USB stick, charging cable & powerbank. 5 card holders and one ID holder. Expandable file pocket for documents or tablet. Including 1 A4 memopad with 20 sheets. Compatible with all iPad, Android, and Microsoft Windows tablets.",25.76,true,1,82,1,1
1061,P772.92,Swiss Peak deluxe A5 notebook and pen set,"This notebook and pen set is a fantastic choice for those wanting to look sleek and sophisticated at the office.  The notebook features a rich texture PU cover with metal logo, with 80 sheets/160 pages 80 grms lined cream coloured paper. The pen comes with German ink and offers 1200 metre writing length. Packed in luxury sleeve gift box.",19.28,true,1,83,10,1
1062,P773.01,A5 Deluxe notebook with smart pockets,"A5 notebook with 160 cream coloured lined pages of 80g/m2 paper inside. Front cover has a flexible phone pocket, pen pocket and larger sleeve pocket for documents. Phone pocket is 8cm wide which fits iPhone 7 plus.",7.68,true,1,83,1,1
1063,P773.02,Deluxe softcover A5 notebook,Soft PU notebook with 192 lined pages inside of 80g/m2 paper.,5.16,true,1,83,1,1
1064,P773.07,Notebook with phone pocket,"Coated PU notebook cover with a front phone pocket (14 x 10cm), pen pocket and one main pocket . Black page divider and 160 pages of 80g/m2 paper inside. This notebook cover can be re-used with new A5 notebook paper for endless writing.",12.84,true,1,83,1,1
1065,P773.21,Classic hardcover notebook A5,Ruled A5 hardcover standard notebook with elastic closure and bookmark ribbon. 144 pages of 70g/m2 paper inside. Cream coloured pages.,3.28,true,1,83,1,1
1066,P773.23,Classic hardcover sketchbook A5 plain,"Plain A5 hardcover standard notebook with elastic closure and bookmark ribbon. 144 pages of 70g/m2 paper inside. Cream coloured pages. Perfect for sketches, thoughts and passing notes.",3.22,true,1,83,1,1
1067,P773.24,Standard hardcover PU notebook A5,Ruled A5 hardcover PU classic notebook with elastic closure and black bookmark ribbon. 144 pages of 70g/m2 paper inside. Cream coloured pages.,3.3,true,1,83,1,1
1068,P773.31,Standard hardcover PU A5 notebook with stylus pen,The perfect combo: A5 PU notebook with pen sleeve and a metal stylus pen. Packed in giftbox. 160 pages of 80g/m2 paper  Inside.,7.68,true,1,83,1,1
1069,P773.32,Refillable notebook and pen set,"Executive 1680D and 600D polyester notebook cover with pen. Including removable notebook with 192 pages of 80g/m2 paper inside. Pocket on the cover can hold pen, cards, cash, mobile phone etc. Packed in Swiss Peak giftbox.",24.5,true,1,83,10,1
1070,P773.42,Deluxe hardcover PU A5 notebook,PU notebook perfect for embossed logo with 160 pages inside of 80g/m2 paper.,6.26,true,1,83,1,1
1071,P773.53,Deluxe hardcover A5 notebook,"A5 size with elastic band and art paper for front back of cover, round corners, inner pages cream paper with black colour lines, 80g/m2 160 pages, matching page divider.",5.16,true,1,83,1,1
1072,P773.77,A5 notebook with bamboo pen including stylus,ECO notebook made out of natural cork with 160 pages of 80g/m2 paper. With black page divider and black elastic band. Including bamboo pen with stylus tip and ballpoint.,9,true,1,83,1,1
1073,P773.94,A5 jute notebook,Back to nature with this jute notebook with 80 sheets/160 pages of bamboo paper. Elastic band and bookmark ribbon.,5.66,true,1,83,1,1
1074,P773.95,A5 kraft notebook,Kraft cover notebook with recycled paper. 72 sheets/144 pages of 70 g/m2 paper. Cream coloured paper. Elastic band and bookmark ribbon.,3.28,true,1,83,1,1
1075,P774.13,Deluxe cork portfolio A4 with pen,"Keep all your work essentials organised in this beautiful A4 cork portfolio with black details. Inside you will find 1 big sleeve pocket, 1 phone pocket, 2 additional pockets, 4 card slots and a pen loop. Including matching cork and wheatstraw pen plus recycled paper notepad. The notepad contains 20 sheets cream coloured lined 80gm/s recycled paper. Elastic closure. Comes in kraft gift box.",19.22,true,1,82,1,1
1076,P774.14,Swiss Peak A5 PU notebook with zipper pocket,"If you capture an idea, or jot down a note, you can do this in style with this Swiss Peak A5 PU notebook. With its convenient zipper front pocket you can store other important essentials with you on the go. Inside 80 sheets/160 pages of cream coloured lined 80 gsm paper. Comes in luxury gift box.",7.7,true,1,83,10,1
1077,P774.16,Impact AWARE™ RPET A4 portfolio with zipper,"No greenwashing, but telling a true story about sustainability! This Impact collection is made with AWARE™ tracer. With AWARE™, the use of genuine recycled fabric materials and water reduction impact claims are guaranteed, by using the AWARE disruptive physical tracer and blockchain technology.  Save water and use genuine recycled fabrics. If you choose this item you save 6 litres of water and 10 plastic bottles have been reused. With the focus on water, 2% of proceeds of each Impact product sold will be donated to Water.org. Keep all your work essentials organised with this beautiful A4 Aware™ RPET portfolio with zipper. Inside you will find 1 big sleeve pocket, 1 phone pocket, 2 additional pockets, 4 card slots and pen loop. Including FSC recycled paper notepad. The notepad contains 20 sheets cream coloured lined 80gm/s recycled paper. Interior and exterior 100% recycled polyester with AWARE™ tracer. PVC free. Impact savings are based on reliable LCA data from the Textile Exchange.",25.76,true,1,82,5,1
1078,P774.17,Impact AWARE™ RPET A5 notebook,"No greenwashing, but telling a true story about sustainability! This Impact collection is made with AWARE™ tracer. With AWARE™, the use of genuine recycled fabric materials and water reduction impact claims are guaranteed, by using the AWARE disruptive physical tracer and blockchain technology.  Save water and use genuine recycled fabrics. If you choose this item you save 4 litres of water and 7 plastic bottles have been reused. With the focus on water, 2% of proceeds of each Impact product sold will be donated to Water.org. Keep all your work essentials organised with the  A5 AWARE™ RPET portfolio. Inside the portfolio you can find a matching notebook. The notebook contains 64 sheets/128 sheets cream coloured lined 80gm/s FSC recycled paper. Inside you will find 1 big sleeve pocket, a phone pocket, 2 card slots and pen loop.  Interior and exterior 100% recycled polyester with AWARE™ tracer. PVC free. Impact savings are based on reliable LCA data from the Textile Exchange.",21.92,true,1,83,5,1
1079,P774.19,Recycled leather A4 portfolio,"The recycled leather portfolio adds a little bit of extra sophistication to your work. Keep your important documents, cards and notes together in this beautiful portfolio with black elastic binder. Inside the A4 portfolio you can find a lined 64 gm/2 recycled paper notepad containing 20 pages. Inside there’s  1 big sleeve pocket, 3 phone size pockets and 4 business card slots.",16.58,true,1,82,1,1
1080,P774.20,GRS Recycled leather hardcover notebook A5,"Write down all your notes and creative ideas with this A5 GRS recycled leather hardcover notebook. Stylish and with a beautiful finish. The notebook features 80 sheets/160 pages 70 gm/s of white-coloured lined recycled paper, a vertical elastic and a pen loop. 80% GRS recycled certified (recycled leather & recycled paper). Plastic free packed in FSC sleeve.",5.5,true,1,83,1,1
1081,P774.21,Impact softcover stone paper notebook A5,"This Impact collection stone paper notebook is made of tree-free paper! Stone paper consists mainly of mineral powder (80%) bound with (20%) of non-toxic HDPE (a clean plastic). Zero water or bleach is used during production, which is the case during the production of traditional wood pulp paper. Traditional wood pulp paper uses around 2770 litres of water and around 18 trees. This beautiful A5 stone paper notebook uses zero! Soft to the touch and velvety paper for ultra-smooth writing. 64 sheets/128 pages of 170 gm/m2 white coloured lined stone paper. The cover is also made entirely of stone paper to save water. With the focus on water, 2% of proceeds of each sold Impact product will be donated to Water.org.",5.52,true,1,83,1,1
1082,P774.22,Modern deluxe softcover A5 notebook,"This modern luxury A5 notebook is so incredibly soft and luxurious and features 96 sheets and 192 pages, so plenty of pages to jot down the best ideas. Created with 80 gsm cream coloured lined paper. Great essential to have for writing to-do’s/reminders and professional note-taking in meetings at work. Soft durable PU cover with simplistic black elastic horizontal closure, making it great to look at. Its bendable cover makes it a great use as a portable/travel notebook journal, perfect for on-the-go.",5.16,true,1,83,1,1
1083,P774.23,Deluxe hardcover PU notebook A5 with phone and pen holder,Be ready and prepared for any meeting with this deluxe hardcover PU notebook. Stylish and soft to the touch. The notebook features 80 sheets/160 pages of 70 gm/s cream coloured lined pages. The front of the notebook features a horizontal elastic strap which holds your pen and phone.,4.48,true,1,83,1,1
1084,P774.24,Cork hardcover notebook A5,"Keep your notes organised with this A5 cork hardcover notebook. Made with thick cork cover and cream coloured lined paper that is great for staying organised. The notebook features a black elastic closure, a handy pen loop and divider. The paper weight is 70g and the notebook containes 96 sheets / 192 pages.",5.16,true,1,83,1,1
1085,P774.26,Kraft spiral notebook with pen,"Keep track of your thoughts, notes, plans, to-do's and more with this kraft spiral notebook with pen. The notebook features lined 70 gr cream coloured recycled paper with 70 sheets / 140 pages. The notebook has a colour matching kraft barrel pen. The writing length of the pen is 600m with blue German Dokumental ink.",2.22,true,1,83,1,1
1086,P774.27,Cork spiral notebook with pen,"Keep track of your thoughts, notes, plans, to-do's and more with this cork spiral notebook with pen. The notebook features lined 70 gr cream coloured recycled paper with 70 sheets / 140 pages. The notebook has a colour matching kraft barrel pen. The writing length of the pen is 600m with blue German Dokumental ink.",2.6,true,1,83,1,1
1087,P774.31,Artic Magnetic 10W wireless charging A5 notebook,Charge your mobile device wirelessly at full speed with this A5 PU material notebook with integrated magnetic 10W wireless charger and 8000 mah powerbank. Snap your phone (iPhone 12 or higher) to the wireless charger and the phone will align perfectly with the magnets inside. The 10W wireless charger is compatible with all QI devices (Iphone 8 and up and Android devices) Type-C input 9V/2A; Wireless Output 9V/1.1A; Type-C output 9V/2A. The notebook includes 64 sheets/128 pages of 80 gsm lined paper. With phone/tablet pocket and pen loop.  19 pcs high quality N52H heat resistant magnets integrated. Registered design.,64.58,true,1,83,5,1
1088,P774.33,A5 cork & kraft notebook,A beautiful notebook with a natural cork and kraft notebook cover.  Perfect for those who want to put their thoughts on paper. The pages are made from recycled craft paper. The notebook features 80 sheets/160 lined pages of 80 g/m2.,5.16,true,1,83,1,1
1089,P774.34,A5 deluxe kraft hardcover notebook,"This FSC® deluxe hardcover notebook features a FSC-certified paper cover with elastic pen loop and ribbon page marker in matching black accent. In the back you willl find a pocket to store your loose notes. 80 sheets/160 pages of cream, FSC®-certified lined paper.",5.62,true,1,83,1,1
1090,P774.35,A5 Impact stone paper hardcover notebook,This hardcover Impact collection stone paper notebook if made of tree-free paper! Stone paper consists mainly of mineral powder (80%) bound with (20%) of non-toxic HDPE (a clean plastic). Water and bleach are used during the production of traditional wood pulp paper however this book uses zero water or bleach. Traditional wood pulp paper uses around 2770 litres of water and around 18 trees. This beautiful A5 stone paper notebook uses zero! Soft to the touch and velvety paper for ultra-smooth writing. 64 sheets/128 pages of 58 gm/m2 white coloured lined stone paper. The cover is also fully made of stone paper to save water. With the focus on water 2% of proceeds of each sold Impact product will be donated to Water.org.,7.68,true,1,83,1,1
1091,P774.36,Kavana wood print A5 notebook,"The Kavana notebook is perfect for all your writing needs. With a durable hardcover in stylish woodprint and high-quality paper, it's built to last and protect your notes. Featuring 80 grams lined cream coloured paper. With 80 sheets (160 pages) of paper, you'll have plenty of space to write your notes and ideas.",4.3,true,1,83,1,1
1092,P774.37,Impact Aware™ A4 portfolio with magnetic closure,"Keep all your work essentials organised with this beautiful A4 Aware™ RPET portfolio with magnetic closure. Inside you will find 1 big sleeve pocket, 2 additional pockets and a pen loop. Including FSC recycled paper notepad. The notepad contains 20 sheets cream coloured lined 70gm/s recycled paper. Interior and exterior 100% recycled polyester. With AWARE™ tracer that validates the genuine use of recycled materials. Each portfolio has reused 3.2 0.5L PET bottles. 2% of proceeds of each Impact product sold will be donated to Water.org. PVC free.",16.52,true,1,82,5,1
1093,P774.38,Impact Aware™ A5 notebook with magnetic closure,"Keep all your work essentials organised in this beautiful A5 Aware™ RPET portfolio. Inside the portfolio you can find a matching notebook. The notebook contains 64 sheets/128 sheets cream coloured lined 80gm/s paper. Inside you will find 1 big sleeve pocket, 2 card slots and a pen loop. Magnetic closure. With AWARE™ tracer that validates the genuine use of recycled materials. Each portfolio has reused 6.5 0.5L PET bottles. 2% of proceeds of each Impact product sold will be donated to Water.org. PVC free.",11.02,true,1,82,5,1
1094,P774.39,Impact Aware™ deluxe 300D tech portfolio with zipper,"This A4 Impact AWARE™ deluxe 300D tech portfolio with zipper adds a little bit of extra sophistication to your work. Keep your important documents, cards and notes together. Inside the A4 portfolio you can find a lined 64 gm/2 FSC certified paper notepad containing 20 pages. Inside there is a 1 phone size pocket, a phone holder, pen loop and 2 business card slots. With AWARE™ tracer that validates the genuine use of recycled materials. Each portfolio has reused 8 0.5L PET bottles. 2% of proceeds of each Impact product sold will be donated to Water.org. PVC free.",25.76,true,1,82,1,1
1095,P774.40,RCS rPU deluxe tech portfolio with zipper,"This beautiful RCS rPU deluxe tech portfolio with zipper is made with RCS (Recycled Claim Standard) certified recycled materials. RCS certification ensures a completely certified supply chain of the recycled materials. The smooth, luxury surface gives the portfolio a chic look. Inside the A4 portfolio you can find a lined 64 gm/2 recycled paper notepad containing 20 pages. Inside there’s 1 phone size pocket, a phone holder, pen loop and 2 business card slots. Made with 100% recycled RCS certified recycled PU. Total recycled content: 14% based on total item weight. PVC free.",29.68,true,1,82,1,1
